CodigoMateria,Autor,DataApresentacao,Subtemas,EmentaMateria,docs,docs_lemed,docs_clean,doc_id,topic,label_proposto_e1,review_reclass,interpretacao_LDA
108550,Senador Pedro Taques (PDT/MT),2012-11-06,Recursos Hídricos,"Dispõe sobre o domínio e uso das águas em depósito, decorrentes de obras da União, de que trata o art. 26, I, da Constituição, altera os arts. 12 e 13 da Lei nº 9.433, de 8 de janeiro de 1997, e dá outras providências.",dispoe sobre  dominio  uso  aguas  deposito decorrentes  obras  uniao   trata  art  i  constituicao altera  arts     lei n      janeiro    da outras providencias,dispoe sobre dominio uso aguo depositar decorrente obra uniao tratar art ir constituicao altera art lar n janeiro NA de o outro providencia, dominio uso aguo depositar decorrente obra uniao tratar ir constituicao altera lar  de o ,30,4,Conservação da Natureza e Florestas,Recursos Hídricos,
134922,Senador Dalirio Beber (PSDB/SC),2018-12-13,Crimes e Infrações Ambientais,"Altera as Leis nº 6.938, de 31 de agosto de 1981 – Política Nacional do Meio Ambiente; nº 10.257, de 10 de julho de 2001 – Estatuto da Cidade; nº 12.651, de 25 de maio de 2012 – Código Florestal; e nº 6.766, de 19 de dezembro de 1979 – Lei de Parcelamento do Solo Urbano, para fortalecer a autonomia local e a segurança jurídica em matéria ambiental e urbanística.",altera  leis n      agosto    politica nacional  meio ambiente n      julho    estatuto  cidade n      maio    codigo florestal  n      dezembro    lei  parcelamento  solo urbano  fortalecer  autonomia local   seguranca juridica  materia ambiental  urbanistica,alterar lei n agosto politico nacional meio ambiente n julho estatuto cidade n maio codigo florestal n dezembro lar parcelamento solo urbano fortalecer autonomia local seguranca juridico materia ambiental urbanistico,  politico nacional meio ambiente  estatuto cidade  codigo florestal  lar parcelamento solo urbano fortalecer autonomia local seguranca juridico materia ambiental urbanistico,201,5,Empreendimentos Ambientais e Espaços Urbanos,,
105566,Senador Rodrigo Rollemberg (PSB/DF),2012-05-15,Meio Ambiente,"Destina recursos ao Fundo Nacional de Meio Ambiente, instituído pela Lei nº 7.797, de 10 de julho de 1989, para o pagamento por serviços ambientais e para a recomposição da cobertura vegetal em áreas de preservação permanente ripárias.",destina recursos  fundo nacional  meio ambiente instituido  lei n      julho     pagamento  servicos ambientais    recomposicao  cobertura vegetal  areas  preservacao permanente riparias,destinar recurso fundo nacional meio ambiente instituir lei n julho pagamento servico ambiental recomposicao cobertura vegetal area preservacao permanente riparia,destinar recurso fundo nacional meio ambiente   pagamento servico ambiental recomposicao cobertura vegetal area preservacao permanente riparia,32,5,Empreendimentos Ambientais e Espaços Urbanos,,
106861,Senador Lindbergh Farias (PT/RJ),2012-08-08,Meio Ambiente,"Dispõe sobre o instituto da multa civil, aplicável às questões ambientais, e dá outras providências.",dispoe sobre  instituto  multa civil aplicavel  questoes ambientais  da outras providencias,dispoe sobre instituto multa civil aplicavel questoe ambiental NA de o outro providencia, instituto multa civil aplicavel questoe ambiental de o ,35,5,Empreendimentos Ambientais e Espaços Urbanos,Crimes e Infrações Ambientais,
113339,Senador Cícero Lucena (PSDB/PB),2013-06-25,Meio Ambiente,"Altera a Lei nº 6.938, de 31 de agosto de 1981, que dispõe sobre a Política Nacional de Meio Ambiente, para determinar que os padrões de qualidade ambiental sejam estabelecidos em conformidade com a avaliação do ciclo de vida do produto; e as Leis nº 8.666, de 21 de junho de 1993, que institui normas para licitações e contratos da Administração Pública, e nº 12.462, de 4 de agosto de 2011, que institui o Regime Diferenciado de Contratações Públicas – RDC, para incluir normas de avaliação do ciclo de vida do produto nas obras públicas.",altera  lei n      agosto    dispoe sobre  politica nacional  meio ambiente  determinar   padroes  qualidade ambiental  estabelecidos  conformidade   avaliacao  ciclo  vida  produto   leis n      junho    institui normas  licitacoes  contratos  administracao publica  n      agosto    institui  regime diferenciado  contratacoes publicas  rdc  incluir normas  avaliacao  ciclo  vida  produto  obras publicas,alterar lei n agosto dispoar sobre politica nacional meio ambiente determinar padroe qualidade ambiental estabelecer conformidade avaliacao ciclar vida produto lil n junho instituir norma licitacoe contrato administracao publico n agosto instituir regime diferenciar contratacoe publicas rdc incluir norma avaliacao ciclo vido produgar obra publicas,   politica nacional meio ambiente determinar padroe qualidade ambiental conformidade avaliacao ciclar vida produto lil  norma licitacoe contrato administracao publico  regime diferenciar contratacoe publicas rdc norma avaliacao ciclo vido produgar obra publicas,40,5,Empreendimentos Ambientais e Espaços Urbanos,,
114393,Senador Aloysio Nunes Ferreira (PSDB/SP),2013-09-17,Meio Ambiente,"Altera a Lei nº 9.074, de 7 de junho de 1995, e as Leis nº 10.847 e nº 10.848, ambas de 15 de março de 2004, para condicionar a realização de leilões de linhas de transmissão da rede básica e de novos empreendimentos de geração à obtenção da respectiva Licença Prévia, junto ao órgão licenciador ambiental.",altera  lei n      junho     leis n    n   ambas    marco    condicionar  realizacao  leiloes  linhas  transmissao  rede basica   novos empreendimentos  geracao  obtencao  respectiva licenca previa junto  orgao licenciador ambiental,alterar lei n junho lil n n ambos marco condicionar realizacao leiloe leu transmissao rede basico novo empreendimento geracao obtencao respectivo licenca prever junto orgao licenciador ambiental,  lil  ambos condicionar realizacao leiloe leu transmissao rede basico novo empreendimento geracao obtencao respectivo licenca prever junto orgao licenciador ambiental,53,5,Empreendimentos Ambientais e Espaços Urbanos,,
113566,Senador Blairo Maggi (PL/MT),2013-07-04,Meio Ambiente,Institui a Política Nacional de Pagamento por Serviços Ambientais (PNPSA).,institui  politica nacional  pagamento  servicos ambientais pnpsa,instituir politica nacional pagamento servico ambiental pnpsa, politica nacional pagamento servico ambiental pnpsa,57,5,Empreendimentos Ambientais e Espaços Urbanos,,
116261,Comissão de Meio Ambiente,2014-02-21,Meio Ambiente,"Altera a Lei nº 8.723, de 8 de outubro de 1993, para instituir a etiquetagem veicular.",altera  lei n      outubro    instituir  etiquetagem veicular,alterar lei n outubro instituir etiquetagem veicular,   etiquetagem veicular,70,5,Empreendimentos Ambientais e Espaços Urbanos,,
122989,Senadora Lídice da Mata (PSB/BA),2015-09-02,Meio Ambiente,"Altera a redação do § 2º do art. 5º da Lei nº 7.797, de 10 de julho de 1989, que cria o Fundo Nacional de Meio Ambiente e dá outras providências, para incluir como prioritárias as aplicações de recursos financeiros na Caatinga.",altera  redacao      art    lei n      julho    cria  fundo nacional  meio ambiente  da outras providencias  incluir  prioritarias  aplicacoes  recursos financeiros  caatinga,alterar redacao art lar n julho criar fundo nacional meio ambiente NA de o outro providencia incluir prioritarios aplicacoe recurso financeiro caatingar, redacao lar  fundo nacional meio ambiente de o  prioritarios aplicacoe recurso financeiro caatingar,81,5,Empreendimentos Ambientais e Espaços Urbanos,Conservação da Natureza e Florestas,
123104,Senador Delcídio do Amaral (PT/MS),2015-09-09,Meio Ambiente,"Dispõe sobre a criação do Balcão Único de Licenciamento Ambiental, estabelece procedimento para o processo de licenciamento ambiental dos empreendimentos considerados estratégicos e prioritários para o Estado e dá outras providências.",dispoe sobre  criacao  balcao unico  licenciamento ambiental estabelece procedimento   processo  licenciamento ambiental  empreendimentos considerados estrategicos  prioritarios   estado  da outras providencias,dispoe sobre criacao balcao unico licenciamento ambiental estabelecer procedimento processar licenciamento ambiental empreendimento considerar estrategico prioritario estado NA de o outro providencia, criacao balcao unico licenciamento ambiental procedimento processar licenciamento ambiental empreendimento considerar estrategico prioritario estado de o ,86,5,Empreendimentos Ambientais e Espaços Urbanos,,
123372,Senador Romero Jucá (MDB/RR),2015-09-29,Meio Ambiente,Dispõe sobre o procedimento de licenciamento ambiental especial para empreendimentos de infraestrutura considerados estratégicos e de interesse nacional.,dispoe sobre  procedimento  licenciamento ambiental especial  empreendimentos  infraestrutura considerados estrategicos   interesse nacional,dispoe sobre procedimento licenciamento ambiental especial empreendimento infraestruturo considerar estrategico interesse nacional, procedimento licenciamento ambiental especial empreendimento infraestruturo considerar estrategico interesse nacional,96,5,Empreendimentos Ambientais e Espaços Urbanos,,
124055,Senador Antonio Anastasia (PSDB/MG),2015-11-17,Meio Ambiente,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para determinar que as multas por infração ambiental, em situação de emergência ou estado de calamidade pública, provocados por desastres ambientais, sejam revertidas, em sua totalidade, para as regiões afetadas.",altera  lei n      fevereiro    determinar   multas  infracao ambiental  situacao  emergencia  estado  calamidade publica provocados  desastres ambientais  revertidas   totalidade   regioes afetadas,alterar lei n fevereiro determinar multa infracao ambiental situacao emergencia estar calamidade publico provocar desastre ambiental reverter totalidade regioe afetar,  determinar multa infracao ambiental situacao emergencia estar calamidade publico provocar desastre ambiental reverter totalidade regioe afetar,116,5,Empreendimentos Ambientais e Espaços Urbanos,Crimes e Infrações Ambientais,
126051,Comissão de Direitos Humanos e Legislação Participativa,2016-06-07,Meio Ambiente,"Dispõe sobre a obrigatoriedade da comprovação da procedência legal da madeira nativa utilizada nas obras, serviços e aquisições da Administração Pública.",dispoe sobre  obrigatoriedade  comprovacao  procedencia legal  madeira nativa utilizada  obras servicos  aquisicoes  administracao publica,dispoe sobre obrigatoriedade comprovacao procedenciar legal madeira nativo utilizar obra servico aquisicoe administracao publico, obrigatoriedade comprovacao procedenciar legal madeira nativo utilizar obra servico aquisicoe administracao publico,142,5,Empreendimentos Ambientais e Espaços Urbanos,,
132156,Senador Lasier Martins (PSD/RS),2018-02-06,Meio Ambiente,"Altera a Lei nº 7.797, de 10 de julho de 1989, que cria o Fundo Nacional de Meio Ambiente e dá outras providências, para acrescentar a prevenção, o combate e a remediação de desastres naturais ou de origem antrópica cuja autoria não puder ser identificada entre as ações prioritárias para aplicação dos recursos financeiros do Fundo Nacional de Meio Ambiente.",altera  lei n      julho    cria  fundo nacional  meio ambiente  da outras providencias  acrescentar  prevencao  combate   remediacao  desastres naturais   origem antropica cuja autoria  puder ser identificada   acoes prioritarias  aplicacao  recursos financeiros  fundo nacional  meio ambiente,alterar lei n julho criar fundo nacional meio ambiente NA de o outro providencia acrescentar prevencao combate remediacao desastre natural origem antropico cujo autoria poder ser identificar acoe prioritario aplicacao recurso financeiro fundo nacional meio ambiente,   fundo nacional meio ambiente de o  prevencao combate remediacao desastre natural origem antropico cujo autoria poder ser identificar acoe prioritario aplicacao recurso financeiro fundo nacional meio ambiente,180,5,Empreendimentos Ambientais e Espaços Urbanos,Crimes e Infrações Ambientais,
133766,Senador Rudson Leite (PV/RR),2018-06-26,Meio Ambiente,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para impedir a contratação com o Poder Público e a obtenção ou renovação de licença ambiental enquanto não extinta a obrigação de indenizar as vítimas do dano ambiental.",altera  lei n      fevereiro    impedir  contratacao   poder publico   obtencao  renovacao  licenca ambiental enquanto  extinta  obrigacao  indenizar  vitimas  dano ambiental,alterar lei n fevereiro impedir contratacao poder publico obtencao renovacao licenca ambiental enquanto extinguir obrigacao indenizar vitima dano ambiental,  impedir contratacao poder publico obtencao renovacao licenca ambiental enquanto extinguir obrigacao indenizar vitima dano ambiental,182,5,Empreendimentos Ambientais e Espaços Urbanos,,
133065,"Senador Dalirio Beber (PSDB/SC), Senador Paulo Bauer (PSDB/SC), Senador Dário Berger (MDB/SC)",2018-04-25,Meio Ambiente,"Redefine o traçado do Parque de São Joaquim e altera seu nome para ""Parque Nacional da Serra Catarinense"".",redefine  tracado  parque   joaquim  altera  nome  parque nacional  serra catarinense,redefinir tracar parque joaquim alterar nome parque nacional serrar catarinense,redefinir tracar parque joaquim nome parque nacional serrar catarinense,184,5,Empreendimentos Ambientais e Espaços Urbanos,,
132865,Senador Acir Gurgacz (PDT/RO),2018-04-10,Meio Ambiente,Regulamenta o licenciamento ambiental previsto no inciso IV do § 1º do art. 225 da Constituição Federal e dispõe sobre a avaliação ambiental estratégica.,regulamenta  licenciamento ambiental previsto  inciso iv      art   constituicao federal  dispoe sobre  avaliacao ambiental estrategica,regulamentar licenciamento ambiental prever inciso iv art constituicao federal dispoar sobre avaliacao ambiental estrategico,regulamentar licenciamento ambiental prever inciso iv constituicao federal  avaliacao ambiental estrategico,187,5,Empreendimentos Ambientais e Espaços Urbanos,,
134725,Senador Roberto Rocha (PSDB/MA),2018-11-28,Meio Ambiente,Altera os limites do Parque Nacional dos Lençóis Maranhenses.,altera  limites  parque nacional  lencois maranhenses,alterar limite parque nacional lencois maranhense, limite parque nacional lencois maranhense,190,5,Empreendimentos Ambientais e Espaços Urbanos,,
133347,Senador Eduardo Amorim (PSDB/SE),2018-05-22,Meio Ambiente,"Transforma a Reserva Biológica de Santa Isabel, criada pelo Decreto no 96.999, de 20 de outubro de 1988, em Parque Nacional de Santa Isabel.",transforma  reserva biologica  santa isabel criada  decreto      outubro    parque nacional  santa isabel,transforma reservar biologico santa isabel criar decreto outubro parque nacional santa isabel,transforma reservar biologico santa isabel decreto parque nacional santa isabel,197,5,Empreendimentos Ambientais e Espaços Urbanos,,
114197,Senadora Kátia Abreu (PSD/TO) e outros.,2013-09-02,Política Fundiária e Reforma Agrária,"Altera a Lei nº 6.001, de 19 de dezembro de 1973 (Estatuto do índio).",altera  lei n      dezembro   estatuto  indio,alterar lei n dezembro estatuto indio,  estatuto indio,50,5,Empreendimentos Ambientais e Espaços Urbanos,Política Fundiária e Reforma Agrária,
122549,Senador Wellington Fagundes (PL/MT),2015-08-05,Crimes e Infrações Ambientais,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para majorar a pena do crime previsto no art. 29 e criar o tipo penal de tráfico de animais silvestres e de plantas silvestres.",altera  lei n      fevereiro    majorar  pena  crime previsto  art   criar  tipo penal  trafico  animais silvestres   plantas silvestres,alterar lei n fevereiro majorar pena crime prever art criar tipo penal trafico animal silvestr planto silvestre,  majorar pena crime prever  tipo penal trafico animal silvestr planto silvestre,126,6,Sustentabilidade e Energias Renováveis,Proteção aos Animais,
102273,Senador Clésio Andrade (PL/MG),2011-09-13,Meio Ambiente,Reduz a quantidade de enxofre no Óleo Diesel.,reduz  quantidade  enxofre  oleo diesel,reduzir quantidade enxofrar oleo diesel,reduzir quantidade enxofrar oleo diesel,8,6,Sustentabilidade e Energias Renováveis,,
101650,Senador Blairo Maggi (PL/MT),2011-08-17,Meio Ambiente,Dispõe sobre a coleta e a destinação final de equipamentos eletroeletrônicos descartados e seus componentes.,dispoe sobre  coleta   destinacao final  equipamentos eletroeletronicos descartados   componentes,dispoe sobre coleta destinacao final equipamento eletroeletronico descartar componente, coleta destinacao final equipamento eletroeletronico descartar componente,16,6,Sustentabilidade e Energias Renováveis,Resíduos Sólidos,
100948,Senador Eduardo Suplicy (PT/SP),2011-06-30,Meio Ambiente,"Dispõe sobre a proibição da extração, da importação, do transporte, do armazenamento e da industrialização do amianto e dos minérios e rochas que contenham silicatos hidratados, bem como a proibição da importação e da comercialização dos produtos que os utilizem como matéria-prima.",dispoe sobre  proibicao  extracao  importacao  transporte  armazenamento   industrializacao  amianto   minerios  rochas  contenham silicatos hidratados bem   proibicao  importacao   comercializacao  produtos   utilizem  materiaprima,dispoe sobre proibicao extracao importacao transportar armazenamento industrializacao amianto minerio rocha conter silicato hidratado bem proibicao importacao comercializacao produto utilizar materiaprima, proibicao extracao importacao transportar armazenamento industrializacao amianto minerio rocha conter silicato hidratado bem proibicao importacao comercializacao produto utilizar materiaprima,18,6,Sustentabilidade e Energias Renováveis,,
98967,Senador Magno Malta (PL/ES),2011-02-03,Meio Ambiente,"Altera a Lei nº 8.666, de 21 de junho de 1993, para incluir exigências quanto a critérios de sustentabilidade ambiental nas normas gerais sobre licitações e contratos administrativos.",altera  lei n      junho    incluir exigencias quanto  criterios  sustentabilidade ambiental  normas gerais sobre licitacoes  contratos administrativos,alterar lei n junho incluir exigencia quanto criterio sustentabilidade ambiental norma geral sobre licitacoe contrato administrativo,   exigencia quanto criterio sustentabilidade ambiental norma geral licitacoe contrato administrativo,20,6,Sustentabilidade e Energias Renováveis,,
115631,Senador Eduardo Braga (MDB/AM),2013-12-04,Meio Ambiente,Dispõe sobre a criação do Programa Nacional do Bioquerosene como incentivo à sustentabilidade ambiental da aviação brasileira e dá outras providências.,dispoe sobre  criacao  programa nacional  bioquerosene  incentivo  sustentabilidade ambiental  aviacao brasileira  da outras providencias,dispoe sobre criacao programa nacional bioquerosene incentivo sustentabilidade ambiental aviacao brasileiro NA de o outro providencia, criacao programa nacional bioquerosene incentivo sustentabilidade ambiental aviacao brasileiro de o ,54,6,Sustentabilidade e Energias Renováveis,,
118404,Senadora Kátia Abreu (MDB/TO),2014-08-05,Meio Ambiente,Estabelece regras para preservar a calha principal e o curso natural do rio Araguaia.,estabelece regras  preservar  calha principal   curso natural  rio araguaia,estabelecer regra preservar calha principal curso natural rio araguaia, regra preservar calha principal curso natural rio araguaia,59,6,Sustentabilidade e Energias Renováveis,Recursos Hídricos,
119357,Senadora Vanessa Grazziotin (PCdoB/AM),2014-12-09,Meio Ambiente,"Altera a Lei Complementar nº 101, de 4 de maio de 2000, e a Lei nº 10.522, de 19 de julho de 2002, para facilitar a celebração de convênios, acordos, ajustes ou contratos voltados para a disposição final ambientalmente adequada de rejeitos.",altera  lei complementar n      maio     lei n      julho    facilitar  celebracao  convenios acordos ajustes  contratos voltados   disposicao final ambientalmente adequada  rejeitos,alterar lei complementar n maio lar n julho facilitar celebracao convenio acorr ajuste contrato voltar disposicao final ambientalmente adequado rejeito, complementar  lar  facilitar celebracao convenio acorr ajuste contrato voltar disposicao final ambientalmente adequado rejeito,61,6,Sustentabilidade e Energias Renováveis,Resíduos Sólidos,
119534,Subcomissão Temporária de Resíduos Sólidos,2014-12-18,Meio Ambiente,"Altera a Lei Complementar nº 101, de 4 de maio de 2000, e a Lei nº 10.522, de 19 de julho de 2002, para facilitar a celebração de convênios, acordos, ajustes ou contratos voltados para a disposição final ambientalmente adequada de rejeitos.",altera  lei complementar n      maio     lei n      julho    facilitar  celebracao  convenios acordos ajustes  contratos voltados   disposicao final ambientalmente adequada  rejeitos,alterar lei complementar n maio lar n julho facilitar celebracao convenio acorr ajuste contrato voltar disposicao final ambientalmente adequado rejeito, complementar  lar  facilitar celebracao convenio acorr ajuste contrato voltar disposicao final ambientalmente adequado rejeito,63,6,Sustentabilidade e Energias Renováveis,Resíduos Sólidos,
119536,Subcomissão Temporária de Resíduos Sólidos,2014-12-18,Meio Ambiente,"Prorroga o prazo para a disposição final ambientalmente adequada dos rejeitos de que trata o art. 54 da Lei nº 12.305, de 2 de agosto de 2010.",prorroga  prazo   disposicao final ambientalmente adequada  rejeitos   trata  art   lei n      agosto  ,prorrogar prazo disposicao final ambientalmente adequado rejeito tratar art lei n agosto,prorrogar prazo disposicao final ambientalmente adequado rejeito tratar  ,67,6,Sustentabilidade e Energias Renováveis,Resíduos Sólidos,
123827,Senador Cristovam Buarque (PDT/DF),2015-10-28,Meio Ambiente,"Altera a Lei nº 13.033, de 24 de setembro de 2014, para instituir a adoção da adição obrigatória de até 30% de biodiesel ao óleo diesel comercializado com o consumidor final até o ano 2040.",altera  lei n      setembro    instituir  adocao  adicao obrigatoria     biodiesel  oleo diesel comercializado   consumidor final   ano ,alterar lei n setembro instituir adocao adicao obrigatorio biodiesel oleo diesel comercializar consumidor final ano,   adocao adicao obrigatorio biodiesel oleo diesel comercializar consumidor final ano,105,6,Sustentabilidade e Energias Renováveis,,
123890,Senador Cristovam Buarque (PDT/DF),2015-11-03,Meio Ambiente,"Altera a Lei nº 12.187, de 29 de dezembro de 2009, para estabelecer meta de participação de fontes renováveis na matriz energética brasileira para o ano de 2040.",altera  lei n      dezembro    estabelecer meta  participacao  fontes renovaveis  matriz energetica brasileira   ano  ,alterar lei n dezembro estabelecer meta participacao fonte renovavel matriz energetico brasileira ano,   meta participacao fonte renovavel matriz energetico brasileira ano,106,6,Sustentabilidade e Energias Renováveis,,
119892,Senadora Lídice da Mata (PSB/BA),2015-03-04,Meio Ambiente,Institui normas gerais para a revitalização da bacia hidrográfica do rio São Francisco.,institui normas gerais   revitalizacao  bacia hidrografica  rio  francisco,instituir norma geral revitalizacao bacia hidrografico rio francisco, norma geral revitalizacao bacia hidrografico rio francisco,131,6,Sustentabilidade e Energias Renováveis,Recursos Hídricos,
127396,Senador Raimundo Lira (MDB/PB),2016-11-07,Meio Ambiente,"Altera a Lei no 9.605, de 12 de fevereiro de 1998, para aumentar a pena para o crime de fabrico, venda, transporte e solta de balões incendiários.",altera  lei      fevereiro    aumentar  pena   crime  fabrico venda transporte  solta  baloes incendiarios,alterar lei fevereiro aumentar pena crime fabrico venda transporte soltar baloe incendiario,  aumentar pena crime fabrico venda transporte soltar baloe incendiario,153,6,Sustentabilidade e Energias Renováveis,,
128399,Senador Davi Alcolumbre (DEM/AP),2017-03-21,Meio Ambiente,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para agravar a pena para quem extrair recursos minerais sem a competente autorização, permissão, concessão ou licença, ou em desacordo com a obtida.",altera  lei n      fevereiro    agravar  pena   extrair recursos minerais   competente autorizacao permissao concessao  licenca   desacordo   obtida,alterar lei n fevereiro agravar pena extrair recurso mineral competente autorizacao permissao concessao licenca desacordo obter,  agravar pena extrair recurso mineral competente autorizacao permissao concessao licenca desacordo obter,163,6,Sustentabilidade e Energias Renováveis,,
134055,Senador Rudson Leite (PV/RR),2018-08-08,Meio Ambiente,Proíbe a venda de animais de estimação nas vias de circulação ou em ambiente público fora de estabelecimento comercial.,proibe  venda  animais  estimacao  vias  circulacao   ambiente publico   estabelecimento comercial,proibir venda animal estimacao via circulacao ambiente publico estabelecimento comercial, venda animal estimacao via circulacao ambiente publico estabelecimento comercial,179,6,Sustentabilidade e Energias Renováveis,Proteção aos Animais,
134199,Senador Pedro Chaves (REPUBLICANOS/MS),2018-09-04,Meio Ambiente,Institui normas gerais para a revitalização da bacia hidrográfica do rio Taquari.,institui normas gerais   revitalizacao  bacia hidrografica  rio taquari,instituir norma geral revitalizacao bacia hidrografico rio taquari, norma geral revitalizacao bacia hidrografico rio taquari,193,6,Sustentabilidade e Energias Renováveis,Recursos Hídricos,
134775,"Senador Randolfe Rodrigues (REDE/AP), Senador Eunício Oliveira (MDB/CE)",2018-12-05,Meio Ambiente,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para elevar a pena de maus-tratos e estabelecer punição financeira para estabelecimentos comerciais que concorrerem para esta prática.",altera  lei n      fevereiro    elevar  pena  maustratos  estabelecer punicao financeira  estabelecimentos comerciais  concorrerem   pratica,alterar lei n fevereiro elevar pena maustrato estabelecer punicao financeiro estabelecimento comercial concorrer pratica,  elevar pena maustrato punicao financeiro estabelecimento comercial concorrer pratica,204,6,Sustentabilidade e Energias Renováveis,Crimes e Infrações Ambientais,
119891,Senador Roberto Rocha (PSB/MA),2015-03-04,Recursos Hídricos,"Altera a Lei nº 6.088, de 16 de julho de 1974, que “dispõe sobre a criação da Companhia de Desenvolvimento do Vale do São Francisco – Codevasf – e dá outras providências.",altera  lei n      julho    dispoe sobre  criacao  companhia  desenvolvimento  vale   francisco  codevasf   da outras providencias,alterar lei n julho dispoe sobre criacao companh desenvolvimento valer francisco codevasf NA de o outro providencia,   criacao companh desenvolvimento valer francisco codevasf de o ,84,6,Sustentabilidade e Energias Renováveis,Recursos Hídricos,
122111,Senador Raimundo Lira (MDB/PB),2015-07-02,Recursos Hídricos,"Altera a Lei nº 8.001, de 13 de março de 1990, e a Lei nº 9.648, de 27 de maio de 1998, para aumentar em três pontos percentuais a compensação financeira pela exploração de recursos hídricos de aproveitamentos hidroelétricos na Bacia do Rio São Francisco, destinar o aumento à revitalização do Rio, e dá outras providências.",altera  lei n      marco     lei n      maio    aumentar  tres pontos percentuais  compensacao financeira  exploracao  recursos hidricos  aproveitamentos hidroeletricos  bacia  rio  francisco destinar  aumento  revitalizacao  rio  da outras providencias,alterar lei n marco lar n maio aumentar tr ponto percentual compensacao financeiro exploracao recurso hidrico aproveitamento hidroeletrico bacia rio francisco destinar aumento revitalizacao rio NA de o outro providencia,  lar  aumentar tr ponto percentual compensacao financeiro exploracao recurso hidrico aproveitamento hidroeletrico bacia rio francisco destinar aumento revitalizacao rio de o ,85,6,Sustentabilidade e Energias Renováveis,Recursos Hídricos,
122035,Senador Flexa Ribeiro (PSDB/PA),2015-06-30,Recursos Hídricos,"Altera o art. 3º da Lei nº 7.990, de 28 de dezembro de 1989, altera o art. 17 e inclui o art. 17-A, ambos da Lei nº 9.648 de 28 de maio de 1998, para aumentar a compensação financeira pela utilização de recursos hídricos destinada a estados em cujos territórios se localizar o aproveitamento hidrelétrico, e dá outras providências.",altera  art    lei n      dezembro   altera  art   inclui  art  ambos  lei n      maio    aumentar  compensacao financeira  utilizacao  recursos hidricos destinada  estados  cujos territorios  localizar  aproveitamento hidreletrico  da outras providencias,alterar art lei n dezembro alterar art incluir art ambos lei n maio aumentar compensacao financeiro utilizacao recurso hidrico destinar estar cujo territorio localizar aproveitamento hidreletrico NA de o outro providencia,     ambos  aumentar compensacao financeiro utilizacao recurso hidrico destinar estar cujo territorio localizar aproveitamento hidreletrico de o ,112,6,Sustentabilidade e Energias Renováveis,Recursos Hídricos,
128432,Senador Elmano Férrer (MDB/PI),2017-03-22,Recursos Hídricos,Institui normas gerais para a revitalização da bacia hidrográfica do rio Parnaíba.,institui normas gerais   revitalizacao  bacia hidrografica  rio parnaiba,instituir norma geral revitalizacao bacia hidrografico rio parnaiba, norma geral revitalizacao bacia hidrografico rio parnaiba,161,6,Sustentabilidade e Energias Renováveis,Recursos Hídricos,
120890,Senador Valdir Raupp (MDB/RO),2015-04-27,Crimes e Infrações Ambientais,"Altera o art. 38 e 38-A da Lei nº 9.605, de 12 de fevereiro de 1998, para majorar a pena do crime de destruição ou danificação de floresta em área de preservação permanente, bem como para tipificar o crime de destruição ou danificação da vegetação da Amazônia Legal.",altera  art     lei n      fevereiro    majorar  pena  crime  destruicao  danificacao  floresta  area  preservacao permanente bem   tipificar  crime  destruicao  danificacao  vegetacao  amazonia legal,alterar art lei n fevereiro majorar pena crime destruicao danificacao floresto arear preservacao permanente bem tipificar crime destruicao danificacao vegetacao amazonir legal,   majorar pena crime destruicao danificacao floresto arear preservacao permanente bem tipificar crime destruicao danificacao vegetacao amazonir legal,103,7,Conservação da Natureza e Florestas,,reserva legal/ amazonia legal
99974,Senadora Vanessa Grazziotin (PCdoB/AM),2011-04-20,Meio Ambiente,"Acrescenta novo inciso ao art. 6º da Lei nº 6.938/81, que dispõe sobre a Política Nacional do Meio Ambiente, criando o Selo Verde ""Preservação da Amazônia"" para produtos oriundos da Zona Franca de Manaus, e dá outras providências.",acrescenta novo inciso  art    lei n    dispoe sobre  politica nacional  meio ambiente criando  selo verde preservacao  amazonia  produtos oriundos  zona franca  manaus  da outras providencias,acrescentar novo inciso art lei n dispoar sobre politica nacional meio ambiente criar selo verde preservacao amazonir produto oriundo zonar franca manau NA de o outro providencia, novo inciso   politica nacional meio ambiente selo verde preservacao amazonir produto oriundo zonar franca manau de o ,5,7,Conservação da Natureza e Florestas,,reserva legal/ amazonia legal
