"1","2","3","4","5","6","7","8","9","10"
0.000793941387141918,0.000793941387141921,0.00079394138714192,0.00079394138714192,0.000793941387141927,0.000793941387141919,0.00079394138714192,0.000793941387141917,0.000793941387141929,0.992854527515723
0.00185648949895353,0.0999190570589851,0.00185648949895353,0.00185648949895354,0.00185648949895354,0.00185648949895353,0.00185648949895354,0.00185648949895353,0.00185648949895353,0.885229026949387
0.00157537521842205,0.00157537521842205,0.152821029757428,0.00157537521842207,0.00157537521842203,0.00157537521842207,0.261807477805123,0.574343865908494,0.00157537521842206,0.00157537521842206
0.00253502463624819,0.00253502463624818,0.977184778273766,0.00253502463624819,0.00253502463624818,0.00253502463624819,0.00253502463624818,0.00253502463624819,0.00253502463624819,0.00253502463624819
0.00136819909189009,0.00136819909189006,0.00136819909189005,0.00136819909189008,0.00136819909189008,0.0013681990918901,0.593159004581266,0.110672695414605,0.286590906360898,0.00136819909189008
0.519481431481935,0.00170441890387143,0.00170441890387144,0.00170441890387144,0.00170441890387144,0.00170441890387143,0.397944689762862,0.00170441890387144,0.00170441890387143,0.070642946428103
0.00399527075917908,0.196004729235232,0.00399527075917908,0.772033104691335,0.00399527075917907,0.00399527075917908,0.00399527075917908,0.00399527075917908,0.00399527075917908,0.00399527075917908
0.00399527075917908,0.00399527075917908,0.00399527075917908,0.00399527075917907,0.00399527075917908,0.964042563167388,0.00399527075917908,0.00399527075917908,0.00399527075917908,0.00399527075917907
0.00157537521842207,0.00157537521842207,0.00157537521842207,0.00157537521842207,0.00157537521842207,0.00157537521842208,0.00157537521842206,0.985821623034201,0.00157537521842207,0.00157537521842202
0.00288671687229913,0.00288671687229913,0.00288671687229913,0.00288671687229913,0.00288671687229913,0.00288671687229913,0.00288671687229913,0.974019548149308,0.00288671687229913,0.00288671687229913
0.000793941387141953,0.000793941387141928,0.000793941387141933,0.00079394138714192,0.000793941387141913,0.000793941387141942,0.992854527515723,0.000793941387141923,0.000793941387141927,0.000793941387141916
0.00253502463624818,0.00253502463624818,0.00253502463624818,0.00253502463624819,0.00253502463624818,0.00253502463624819,0.00253502463624818,0.00253502463624818,0.00253502463624819,0.977184778273766
0.00288671687229913,0.00288671687229913,0.00288671687229912,0.00288671687229913,0.00288671687229913,0.00288671687229913,0.00288671687229913,0.974019548149308,0.00288671687229913,0.00288671687229912
0.00128378444409107,0.00128378444409108,0.659555406678002,0.00128378444409107,0.00128378444409107,0.00128378444409103,0.00128378444409105,0.00128378444409107,0.00128378444409107,0.330174317769269
0.00185648949895352,0.00185648949895349,0.00185648949895353,0.00185648949895353,0.00185648949895353,0.00185648949895353,0.983291594509418,0.00185648949895353,0.00185648949895353,0.00185648949895353
0.00288671687229912,0.00288671687229913,0.00288671687229913,0.00288671687229913,0.00288671687229913,0.974019548149308,0.00288671687229912,0.00288671687229913,0.00288671687229913,0.00288671687229912
0.00185648949895354,0.00185648949895354,0.00185648949895353,0.00185648949895354,0.00185648949895354,0.00185648949895353,0.00185648949895353,0.00185648949895354,0.00185648949895353,0.983291594509418
0.00108327747097014,0.00108327747097015,0.00108327747097015,0.00108327747097015,0.00108327747097015,0.850300943063155,0.00108327747097015,0.141032837169084,0.00108327747097015,0.00108327747097014
0.00170441890387143,0.00170441890387142,0.00170441890387144,0.00170441890387139,0.00170441890387143,0.00170441890387145,0.415946375926374,0.00170441890387144,0.00170441890387144,0.570418272842655
0.00203835426555973,0.00203835426555973,0.235455420133481,0.00203835426555974,0.0020383542655597,0.748237745742041,0.00203835426555972,0.00203835426555973,0.00203835426555973,0.00203835426555974
0.00335171061836051,0.00335171061836051,0.281916089895409,0.691270225157707,0.00335171061836049,0.00335171061836051,0.0033517106183605,0.0033517106183605,0.00335171061836051,0.00335171061836051
0.00253502463624819,0.00253502463624819,0.00253502463624818,0.00253502463624815,0.00253502463624817,0.00253502463624818,0.977184778273766,0.00253502463624818,0.00253502463624817,0.00253502463624818
0.993117150726659,0.000764761030371214,0.00076476103037122,0.000764761030371216,0.000764761030371214,0.000764761030371198,0.000764761030371209,0.000764761030371223,0.000764761030371191,0.000764761030371215
0.000896570492742153,0.000896570492742151,0.000896570492742146,0.991930865565321,0.000896570492742154,0.000896570492742126,0.000896570492742152,0.000896570492742151,0.000896570492742151,0.000896570492742148
0.00170441890387143,0.00170441890387145,0.00170441890387144,0.00170441890387144,0.00170441890387144,0.00170441890387144,0.984660229865157,0.00170441890387144,0.00170441890387142,0.00170441890387144
0.00128378444409105,0.00128378444409108,0.00128378444409107,0.00128378444409107,0.00128378444409107,0.00128378444409108,0.98844594000318,0.00128378444409107,0.00128378444409108,0.00128378444409106
0.00399527075917906,0.00399527075917908,0.00399527075917906,0.00399527075917906,0.00399527075917906,0.00399527075917906,0.964042563167388,0.00399527075917906,0.00399527075917908,0.00399527075917906
0.97966251844693,0.00225972017256336,0.00225972017256336,0.00225972017256336,0.00225972017256336,0.00225972017256336,0.00225972017256336,0.00225972017256336,0.00225972017256336,0.00225972017256336
0.00146449636802452,0.00146449636802452,0.00146449636802452,0.00146449636802451,0.00146449636802448,0.00146449636802452,0.00146449636802452,0.00146449636802452,0.986819532687779,0.00146449636802451
0.00185648949895352,0.418912897265953,0.00185648949895351,0.566235186742418,0.00185648949895353,0.00185648949895353,0.00185648949895351,0.00185648949895354,0.00185648949895352,0.00185648949895354
0.00399527075917908,0.00399527075917908,0.00399527075917908,0.00399527075917908,0.00399527075917908,0.436770681493623,0.00399527075917908,0.531267152432944,0.00399527075917908,0.00399527075917907
0.00128378444409108,0.00128378444409104,0.00128378444409104,0.00128378444409107,0.720442326739698,0.00128378444409108,0.269287397707573,0.00128378444409108,0.00128378444409105,0.00128378444409109
0.0033517106183605,0.00335171061836051,0.00335171061836051,0.0033517106183605,0.0033517106183605,0.00335171061836051,0.00335171061836051,0.0033517106183605,0.969834604434755,0.00335171061836051
0.00494469991155002,0.95549770079605,0.00494469991155001,0.00494469991155002,0.00494469991155001,0.00494469991155001,0.00494469991155001,0.00494469991155002,0.00494469991155002,0.00494469991155002
0.0033517106183605,0.0033517106183605,0.00335171061836049,0.00335171061836051,0.969834604434755,0.0033517106183605,0.00335171061836052,0.0033517106183605,0.00335171061836051,0.00335171061836051
0.00225972017256336,0.00225972017256336,0.97966251844693,0.00225972017256336,0.00225972017256337,0.00225972017256336,0.00225972017256336,0.00225972017256336,0.00225972017256336,0.00225972017256336
0.00146449636802454,0.00146449636802451,0.00146449636802451,0.00146449636802452,0.00146449636802452,0.00146449636802451,0.0014644963680245,0.00146449636802452,0.986819532687779,0.00146449636802453
0.00399527075917908,0.00399527075917907,0.00399527075917908,0.00399527075917908,0.00399527075917908,0.00399527075917909,0.00399527075917908,0.964042563167388,0.00399527075917908,0.00399527075917907
0.00335171061836049,0.00335171061836049,0.00335171061836049,0.00335171061836049,0.00335171061836052,0.00335171061836049,0.00335171061836049,0.00335171061836049,0.0033517106183605,0.969834604434756
0.000666740119175605,0.00066674011917561,0.000666740119175588,0.000666740119175614,0.99399933892742,0.000666740119175593,0.000666740119175603,0.000666740119175598,0.000666740119175622,0.000666740119175614
0.00170441890387144,0.00170441890387144,0.00170441890387144,0.00170441890387142,0.00170441890387142,0.00170441890387144,0.00170441890387144,0.984660229865157,0.00170441890387144,0.00170441890387144
0.95549770079605,0.00494469991155001,0.00494469991155003,0.00494469991155001,0.00494469991155002,0.00494469991155002,0.00494469991155002,0.00494469991155002,0.00494469991155002,0.00494469991155002
0.00253502463624819,0.246067548541697,0.00253502463624814,0.00253502463624817,0.00253502463624819,0.00253502463624819,0.733652254368318,0.00253502463624817,0.00253502463624818,0.00253502463624819
0.00288671687229913,0.707947104911019,0.00288671687229913,0.00288671687229913,0.00288671687229912,0.00288671687229913,0.268959160110588,0.00288671687229913,0.00288671687229913,0.00288671687229913
0.00253502463624819,0.00253502463624819,0.00253502463624819,0.00253502463624817,0.00253502463624819,0.35605645867308,0.623663344236934,0.00253502463624819,0.00253502463624817,0.00253502463624819
0.00146449636802451,0.00146449636802451,0.00146449636802452,0.00146449636802451,0.00146449636802452,0.00146449636802451,0.00146449636802451,0.986819532687779,0.00146449636802451,0.00146449636802452
